VIN,Year,make-id,model-id,lat,lng,accuracy,dealership-id,log_entry_dt,last_scan_dt
WP1AA2A54LLB08680,2020,49,719,33.015933,-96.825620,3,429,"2020-05-20 17:57:25","2020-05-20 17:57:24"
WP1AA2A53LLB08668,2020,49,719,33.015968,-96.825602,3,429,"2020-05-20 17:57:18","2020-05-20 17:57:17"
WP1AA2A55LLB07618,2020,49,719,33.015965,-96.825606,3,429,"2020-05-20 17:57:14","2020-05-20 17:57:14"
WP1AF2AY8KDA80757,2019,49,722,33.016107,-96.826194,3,429,"2020-05-20 17:55:48","2020-05-20 17:55:48"
WP1AA2A25GKA09710,2016,49,722,33.016106,-96.826237,3,429,"2020-05-20 17:55:41","2020-05-20 17:55:41"
WP1AA2A53LLB01297,2020,49,719,33.016114,-96.826305,3,429,"2020-05-20 17:55:32","2020-05-20 17:55:32"
WP1AA2A58KLB02069,2019,49,719,33.016096,-96.826340,3,429,"2020-05-20 17:55:12","2020-05-20 17:55:12"
WP0CB29915S675632,2005,49,717,33.016030,-96.826412,3,429,"2020-05-20 17:55:00","2020-05-20 17:54:59"
WP0BB2A99KS125520,2019,49,717,33.016034,-96.826387,3,429,"2020-05-20 17:54:53","2020-05-20 17:54:53"
WP0BB2A93KS125447,2019,49,717,33.016042,-96.826356,3,429,"2020-05-20 17:54:47","2020-05-20 17:54:46"
WP0AA2A94JS105771,2018,49,717,33.016041,-96.826322,3,429,"2020-05-20 17:54:40","2020-05-20 17:54:40"
WP0AB2A95HS125051,2017,49,717,33.016041,-96.826290,3,429,"2020-05-20 17:54:33","2020-05-20 17:54:33"
WP0CB2A84HS241129,2017,49,716,33.016071,-96.826211,3,429,"2020-05-20 17:54:11","2020-05-20 17:54:10"
WP0CB2A81KS228541,2019,49,720,33.016052,-96.826166,3,429,"2020-05-20 17:54:04","2020-05-20 17:54:03"
WP0AA2A84KS261057,2019,49,720,33.016071,-96.826117,3,429,"2020-05-20 17:53:41","2020-05-20 17:53:41"
WP0AB2A83GK186243,2016,49,723,33.016067,-96.826080,3,429,"2020-05-20 17:53:34","2020-05-20 17:53:33"
WP1AA2AY9LDA05999,2020,49,722,33.014036,-96.797902,3,429,"2020-05-20 17:07:13","2020-05-20 17:07:13"
WP1AA2AYXLDA06031,2020,49,722,33.014088,-96.797837,3,429,"2020-05-20 17:06:18","2020-05-20 17:06:17"
WP1AA2AY6LDA05992,2020,49,722,33.014184,-96.797906,3,429,"2020-05-20 17:05:50","2020-05-20 17:05:47"
WP1AA2A55JLB14372,2018,49,719,41.273822,-75.805187,3,395,"2020-05-20 16:52:14","2020-05-20 16:52:12"
WP1AB2A59LLB35984,2020,49,719,41.273854,-75.805173,3,395,"2020-05-20 16:51:38","2020-05-20 16:51:37"
WP1AA2A57LLB00315,2020,49,719,41.273836,-75.805039,3,395,"2020-05-20 16:50:39","2020-05-20 16:50:38"
WP1AA2A22GLA11389,2016,49,722,41.273881,-75.805075,3,395,"2020-05-20 16:49:57","2020-05-20 16:49:53"
WP0CB2A91FS155170,2015,49,717,41.273924,-75.804953,3,395,"2020-05-20 16:48:17","2020-05-20 16:48:16"
WP0AB2A95LS228902,2020,49,717,41.273954,-75.804934,3,395,"2020-05-20 16:47:05","2020-05-20 16:47:04"
WP1AA2A56JLB10282,2018,49,719,41.273966,-75.804913,3,395,"2020-05-20 16:46:24","2020-05-20 16:46:23"
WP0CA299XVS340579,1997,49,717,41.273890,-75.804889,3,395,"2020-05-20 16:45:31","2020-05-20 16:45:30"
WP1AA2A59LLB08240,2020,49,719,41.274018,-75.805116,3,395,"2020-05-20 15:47:44","2020-05-20 15:47:43"
WP1AA2A56LLB08969,2020,49,719,41.274057,-75.805103,3,395,"2020-05-20 15:47:03","2020-05-20 15:47:02"
WP1AG2A55LLB55036,2020,49,719,41.274020,-75.805063,3,395,"2020-05-20 15:45:55","2020-05-20 15:45:53"
WP1AB2A59LLB35922,2020,49,719,41.274076,-75.805053,3,395,"2020-05-20 15:45:13","2020-05-20 15:45:10"
WP1AA2A54LLB08291,2020,49,719,41.274077,-75.805017,3,395,"2020-05-20 15:44:00","2020-05-20 15:43:59"
WP1AA2A50LLB08997,2020,49,719,41.274056,-75.804969,3,395,"2020-05-20 15:43:20","2020-05-20 15:43:19"
WP0AB2A7XHL120971,2017,49,715,41.274114,-75.805002,3,395,"2020-05-20 15:42:26","2020-05-20 15:42:25"
WP1AA2AY0LDA05664,2020,49,722,41.274076,-75.804970,3,395,"2020-05-20 15:41:40","2020-05-20 15:41:39"
WP1AA2AY5KDA10051,2019,49,722,41.274121,-75.804941,3,395,"2020-05-20 15:40:51","2020-05-20 15:40:50"
WP1AA2AY2LDA03088,2020,49,722,41.274071,-75.804936,3,395,"2020-05-20 15:40:16","2020-05-20 15:40:15"
WP1AA2A59LLB07167,2020,49,719,41.274123,-75.804936,3,395,"2020-05-20 15:39:10","2020-05-20 15:39:09"
WP1AA2AY9LDA00348,2020,49,722,41.274081,-75.804893,3,395,"2020-05-20 15:37:56","2020-05-20 15:37:55"
WP1AA2A53HLB03364,2017,49,719,32.313112,-80.983057,19,454,"2020-05-20 12:28:36","2020-05-20 12:28:35"
WP0AC2A93JS174719,2018,49,717,42.129547,-88.133760,0,57,"2020-05-19 20:10:07","2020-05-21 20:25:07"
WP1AA2A24ELA95860,2014,49,722,41.273708,-75.804611,3,395,"2020-05-19 18:09:46","2020-05-19 18:09:45"
WP1AA2A51LLB05770,2020,49,719,41.273681,-75.804575,3,395,"2020-05-19 18:08:56","2020-05-19 18:08:55"
WP1BF2AY2LDA65225,2020,49,722,41.273632,-75.804516,3,395,"2020-05-19 18:08:01","2020-05-19 18:08:00"
WP0AB2A92LS227495,2020,49,717,41.273600,-75.804521,3,395,"2020-05-19 18:07:25","2020-05-19 18:07:24"
WP1AA2A50KLB02163,2019,49,719,41.273557,-75.804553,3,395,"2020-05-19 18:06:34","2020-05-19 18:06:33"
WP1BA2AY5LDA46974,2020,49,722,41.273419,-75.804885,3,395,"2020-05-19 18:04:29","2020-05-19 18:04:28"
WP1AG2A56JLB60968,2018,49,719,41.273463,-75.804896,3,395,"2020-05-19 18:03:28","2020-05-19 18:03:26"
WP0BB2A96JS134318,2018,49,717,41.273682,-75.805133,4,395,"2020-05-19 16:55:45","2020-05-19 16:55:44"
WP0AF2A97KS165028,2019,49,717,42.129588,-88.133950,0,57,"2020-05-19 13:56:24","2020-05-19 20:29:31"
WP1AE2A26HLA70306,2017,49,722,42.131892,-88.132858,0,57,"2020-05-19 13:49:42","2020-05-19 18:59:05"
WP0AA2A88JK261058,2018,49,720,42.131894,-88.132787,0,57,"2020-05-19 13:31:08","2020-05-19 18:58:22"
WP0AB2A97LS225306,2020,49,717,41.273592,-75.804951,14,395,"2020-05-18 18:07:10","2020-05-19 16:58:36"
WP0CA2A93LS251221,2020,49,717,41.273592,-75.804951,20,395,"2020-05-18 18:06:24","2020-05-19 16:57:41"
WP0AA2A90LS205370,2020,49,717,41.273592,-75.804951,21,395,"2020-05-18 18:05:29","2020-05-19 16:57:17"
WP0AB2A9XLS228491,2020,49,717,41.273593,-75.804950,12,395,"2020-05-18 18:04:34","2020-05-19 16:56:42"
WP1AB2AY8LDA28350,2020,49,722,41.273595,-75.804948,51,395,"2020-05-18 17:47:53","2020-05-19 17:00:08"
WP0CB2A9XLS262438,2020,49,717,42.131794,-88.132600,0,57,"2020-05-18 16:11:20","2020-05-19 14:14:29"
WP1AA2A21GLA06538,2016,49,722,42.129581,-88.133787,0,57,"2020-05-16 14:57:51","2020-05-18 21:26:38"
WP0CD2A90CS773568,2012,49,717,43.957475,-92.464918,38,450,"2020-05-15 19:56:58","2020-05-15 19:56:57"
WP0AB2A76GL050884,2016,49,715,41.809150,-87.991032,50,453,"2020-05-14 20:41:44","2020-05-14 20:41:43"
WP0AB2A93JS122719,2018,49,717,42.131620,-88.132868,0,57,"2020-05-14 16:27:51","2020-05-19 17:01:13"
WP1AF2A2XGKA44289,2016,49,722,42.129517,-88.133479,0,57,"2020-05-13 17:46:10","2020-05-14 20:08:40"
WP1AE2A20JLA71537,2018,49,722,42.131770,-88.132753,0,57,"2020-05-13 14:28:15","2020-05-15 13:22:12"
WP0AA2A74JL104208,2018,49,715,42.129592,-88.133791,0,57,"2020-05-13 14:28:15","2020-05-14 13:36:07"
WP1AA2A24HKA83931,2017,49,722,42.129594,-88.133795,0,57,"2020-05-13 14:28:15","2020-05-14 13:42:40"
WP1AE2A25HLA70720,2017,49,722,42.129547,-88.133792,0,57,"2020-05-13 14:28:15","2020-05-15 19:15:34"
WP1AE2A29HLA73362,2017,49,722,42.129586,-88.133778,0,57,"2020-05-13 14:28:15","2020-05-14 13:33:51"
WP1AE2A25JLA72473,2018,49,722,42.129594,-88.133795,0,57,"2020-05-13 14:28:15","2020-05-14 13:42:40"
WP0AF2A71JL141766,2018,49,715,42.129479,-88.133533,0,57,"2020-05-13 14:28:15","2020-05-14 20:08:09"
WP1AD2A24DLA76912,2013,49,722,42.129521,-88.133839,0,57,"2020-05-13 14:28:15","2020-05-15 19:15:11"
WP1AB2A52JLB34091,2018,49,719,42.131867,-88.133054,0,57,"2020-05-13 13:36:51","2020-05-13 17:29:19"
WP1AD2A20DLA79774,2013,49,722,42.131877,-88.132910,0,57,"2020-05-12 17:54:04","2020-05-12 21:08:09"
WP1AG2A54HLB52569,2017,49,719,42.131693,-88.132827,0,57,"2020-05-11 16:24:33","2020-05-12 17:07:45"
WP1AE2A23HLA73258,2017,49,722,42.131712,-88.132813,0,57,"2020-05-11 16:22:25","2020-05-12 17:08:17"
WP1AG2A59JLB63508,2018,49,719,33.046461,-117.263407,10,41,"2020-05-10 18:52:34","2020-05-10 18:52:26"
WP0AB2A79DL060563,2013,49,715,33.637326,-117.742817,0,44,"2020-05-09 22:21:32","2020-05-09 22:21:02"
WP1AA2A28HKA90039,2017,49,722,33.637326,-117.742817,0,44,"2020-05-09 16:04:22","2020-05-10 17:08:18"
WP0AB2A82HS285234,2017,49,723,33.637326,-117.742817,0,44,"2020-05-08 19:02:23","2020-05-08 19:01:52"
WP1AB2A56LLB36249,2020,49,719,33.637326,-117.742817,0,44,"2020-05-07 20:19:42","2020-05-07 20:19:09"
WP0AC2A84LK289162,2020,49,723,33.637326,-117.742817,0,44,"2020-05-07 20:18:40","2020-05-07 20:18:13"
WP0CA2A93HS141485,2017,49,717,40.971830,-74.081244,0,100,"2020-05-06 13:32:59","2020-06-06 16:59:26"
WP0AB2A81JK278796,2018,49,720,33.637326,-117.742817,0,44,"2020-05-06 02:34:39","2020-05-06 02:34:15"
WP1AD2A20ELA74821,2014,49,722,39.567389,-104.988197,3,401,"2020-05-05 16:51:19","2020-05-05 16:51:18"
WP1AB2A55GLB48477,2016,49,719,26.028285,-80.348597,0,128,"2020-05-05 15:07:05","2020-05-05 15:06:43"
WP1AA2A59JLB18280,2018,49,719,42.129594,-88.133790,0,57,"2020-05-05 14:32:25","2020-05-05 17:07:19"
WP0AC2A97FS183639,2015,49,717,42.129599,-88.133786,0,57,"2020-05-05 14:15:47","2020-05-05 17:06:58"
WP1AA2AY3LDA00927,2020,49,722,33.637326,-117.742817,0,44,"2020-05-04 22:33:00","2020-05-04 22:31:31"
WP0CA2A8XDS114060,2013,49,716,42.129601,-88.133779,0,57,"2020-05-04 17:09:40","2020-05-05 17:07:52"
WP0AA2A72JL107124,2018,49,715,33.637326,-117.742817,0,44,"2020-05-02 16:27:27","2020-05-02 16:26:31"
WP0AA2A99JS105927,2018,49,717,33.637326,-117.742817,0,44,"2020-05-02 00:12:45","2020-05-02 00:12:16"
WP1AB2AY5KDA65533,2019,49,722,42.131698,-88.133003,0,57,"2020-05-01 21:19:24","2020-05-02 12:59:40"
WP1AB2A56KLB30059,2019,49,719,42.131657,-88.132638,0,57,"2020-05-01 20:39:24","2020-05-02 12:58:39"
WP0CB2A94FS154532,2015,49,717,42.131774,-88.132764,0,57,"2020-05-01 16:56:16","2020-05-02 20:20:57"
WP1AA2A5XLLB09140,2020,49,719,33.637326,-117.742817,0,44,"2020-04-30 21:33:12","2020-04-30 21:32:36"
WP1AA2AY8LDA07288,2020,49,722,33.637326,-117.742817,0,44,"2020-04-30 16:33:44","2020-04-30 16:33:15"
WP1AA2AP8ALA06359,2010,49,722,40.912407,-73.780471,10,241,"2020-04-29 19:14:47","2020-05-12 13:08:36"
WP0AF2A78HL153410,2017,49,715,42.131779,-88.132717,0,57,"2020-04-29 13:26:42","2020-04-30 16:43:08"
WP1AD2A23GLA75559,2016,49,722,33.637326,-117.742817,0,44,"2020-04-29 00:57:33","2020-04-29 00:57:12"
WP0AA2A72LL100371,2020,49,715,33.637326,-117.742817,0,44,"2020-04-28 23:46:00","2020-04-28 23:45:28"
WP1AB2A53LLB35950,2020,49,719,33.637326,-117.742817,0,44,"2020-04-28 19:38:58","2020-04-28 19:38:20"
WP0AA2A94LS206439,2020,49,717,33.637326,-117.742817,0,44,"2020-04-28 19:37:58","2020-04-28 19:37:32"
WP1AB2AY1LDA28612,2020,49,722,33.637326,-117.742817,0,44,"2020-04-28 19:35:40","2020-04-28 19:35:13"
WP1BB2AY7LDA58086,2020,49,722,33.637326,-117.742817,0,44,"2020-04-28 19:34:57","2020-04-28 19:34:22"
WP0AF2A71LL150079,2020,49,715,42.131657,-88.132622,0,57,"2020-04-28 16:41:54","2020-04-29 22:19:55"
WP0AA2A91JS105758,2018,49,717,33.637326,-117.742817,0,44,"2020-04-27 23:38:14","2020-04-27 23:37:24"
WP0AA2A78LL102903,2020,49,715,33.637326,-117.742817,0,44,"2020-04-27 19:14:44","2020-04-27 19:14:16"
WP1AA2AYXLDA04375,2020,49,722,33.637326,-117.742817,0,44,"2020-04-27 19:14:11","2020-04-27 19:13:34"
WP1AB2A53HLB14703,2017,49,719,42.129579,-88.133774,0,57,"2020-04-25 19:06:59","2020-04-27 19:06:08"
WP1AG2A51HLB50309,2017,49,719,33.637326,-117.742817,0,44,"2020-04-23 21:05:56","2020-04-27 22:50:27"
WP0AA2A99HS107722,2017,49,717,33.637326,-117.742817,0,44,"2020-04-23 17:27:19","2020-04-23 17:26:40"
WP1AA2AY7KDA01464,2019,49,722,33.637326,-117.742817,0,44,"2020-04-23 16:42:28","2020-04-23 16:41:49"
WP0AA2A72HL100524,2017,49,715,42.131655,-88.132943,0,57,"2020-04-22 18:01:42","2020-04-23 21:19:37"
WP1AE2A29HLA71501,2017,49,722,33.637326,-117.742817,0,44,"2020-04-22 00:04:02","2020-04-22 00:03:15"
WP0CA2A97KS129072,2019,49,717,33.637326,-117.742817,0,44,"2020-04-21 01:10:27","2020-04-21 01:10:07"
WP0AB2A90ES122750,2014,49,717,42.131727,-88.133049,0,57,"2020-04-21 00:41:09","2020-04-23 21:49:27"
WP0AB2A92HS123628,2017,49,717,42.131705,-88.132831,0,57,"2020-04-20 21:23:02","2020-04-21 23:16:28"
WP1AE2A23HLA69808,2017,49,722,42.131718,-88.132821,0,57,"2020-04-20 21:03:36","2020-04-21 23:16:51"
WP0AD2A91HS167436,2017,49,717,42.131815,-88.132832,0,57,"2020-04-20 14:13:42","2020-04-20 17:41:54"
WP1AG2A56HLB54856,2017,49,719,42.131885,-88.132788,0,57,"2020-04-20 14:09:21","2020-04-21 20:24:52"
WP1AA2A55JLB05834,2018,49,719,33.637326,-117.742817,0,44,"2020-04-17 19:00:27","2020-04-17 18:59:51"
WP1AA2AY8LDA06903,2020,49,722,33.637326,-117.742817,0,44,"2020-04-17 18:58:27","2020-04-17 18:57:44"
WP1AA2AYXKDA16525,2019,49,722,42.131800,-88.132926,0,57,"2020-04-17 18:57:12","2020-04-17 22:32:22"
WP0AA2A74KL101522,2019,49,715,42.131887,-88.132784,0,57,"2020-04-17 18:31:46","2020-04-17 23:28:36"
WP1AA2A57KLB01219,2019,49,719,42.131710,-88.132701,0,57,"2020-04-17 16:56:33","2020-04-17 22:46:01"
WP0AA2A75GL000819,2016,49,715,42.131697,-88.132714,0,57,"2020-04-17 15:11:49","2020-04-17 22:20:17"
WP1AA2A55HLB80706,2017,49,719,33.637326,-117.742817,0,44,"2020-04-17 01:05:23","2020-04-17 01:05:00"
WP1AE2A26JLA71803,2018,49,722,42.131914,-88.132834,0,57,"2020-04-16 20:17:41","2020-04-17 16:33:09"
WP1BA2AY6LDA47860,2020,49,722,33.637326,-117.742817,0,44,"2020-04-15 21:34:50","2020-04-15 21:33:55"
WP0AB2A90HS124566,2017,49,717,42.131893,-88.132818,0,57,"2020-04-15 19:05:11","2020-04-15 20:34:56"
WP0AA2994XS625045,1999,49,717,42.131942,-88.132810,0,57,"2020-04-15 19:01:47","2020-04-15 20:34:37"
WP0AB2A92HS123175,2017,49,717,42.131895,-88.132796,0,57,"2020-04-15 18:50:38","2020-04-15 20:35:42"
WP1AE2A27ELA50755,2014,49,722,42.131796,-88.132790,0,57,"2020-04-15 16:57:52","2020-04-15 22:08:40"
WP0AA2A8XFK162409,2015,49,723,42.131689,-88.132837,0,57,"2020-04-13 17:19:05","2020-04-14 19:56:16"
WP1AA2AY0LDA04501,2020,49,722,33.545958,-117.672180,206,399,"2020-04-13 16:33:10","2020-04-13 16:33:13"
WP0CA2A92DS140547,2013,49,717,33.089954,-96.829878,3,351,"2020-04-10 21:43:29","2020-04-10 21:43:28"
WP0AC2A78DL090358,2013,49,715,30.062273,-95.430925,4,331,"2020-04-06 21:51:52","2020-04-06 21:51:50"
WP0CA2A81BS710641,2011,49,716,30.062467,-95.430912,3,331,"2020-04-06 21:24:54","2020-04-06 21:24:52"
WP1AA2A53HLB82700,2017,49,719,33.545804,-117.672221,3,399,"2020-03-26 18:06:12","2020-05-08 17:09:00"
WP1AA2A20HKA82730,2017,49,722,33.545794,-117.672186,3,399,"2020-03-26 18:06:12","2020-05-08 17:08:56"
WP0AB2A9XDS120759,2013,49,717,26.028760,-80.347530,25,128,"2020-03-25 13:48:53","2020-04-22 12:28:21"
WP0AA2A72GL001040,2016,49,715,29.621920,-95.221679,3,346,"2020-03-19 20:11:09","2020-04-13 19:05:39"
WP1AB2A51HLB13663,2017,49,719,40.652390,-73.921275,16,195,"2019-09-02 14:17:16","2020-06-08 16:57:18"
WP1AB2A54HLB10885,2017,49,719,40.652359,-73.921209,5,195,"2019-09-02 14:15:04","2020-06-08 16:58:01"
